b2_site_smc_agency_name,c1_type_of_site,c2_landowner,c3_tenancy_agreement_for_at_least_6_months,b1_site_management,b5_community_committee_in_place,d1_most_common_reason_idps_left_place_of_origin,a8_population_groups_other_than_idps_in_site_select_all_applicable,d3_most_common_intention_in_next_three_months,c4_general_market_in_site_close_proximity,d2_1_most_common_district_of_idp_origin,d2_2_second_most_common_district_of_idp_origin,d2_3_third_most_common_district_of_idp_origin,c6_electricity_solar_power_available_in_site,c5_fuel_available_in_site_close_proximity,c8_primary_water_source,c9_primary_shelter_type,c10_primary_latrine_type,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,psp_rrm_distributions,psp_shelter_maintenance_services,psp_nfi_distribution,psp_food_distribution,psp_cash_distributions,psp_wash_services,psp_health_services,psp_education_services,psp_livelihood_services,psp_protection_services,psp_nutrition_services,psp_waste_disposal_services,if_ngo_rrm_distributions,if_ngo_shelter_maintenance_services,if_ngo_nfi_distribution,if_ngo_food_distribution,if_ngo_cash_distributions,if_ngo_wash_services,if_ngo_health_services,if_ngo_education_services,if_ngo_livelihood_services,if_ngo_protection_services,if_ngo_nutrition_services,if_ngo_waste_disposal_services,c7_presence_of_particularly_vulnerable_groups.unaccompanied_separated_children,c7_presence_of_particularly_vulnerable_groups.child_headed_hh,c7_presence_of_particularly_vulnerable_groups.elderly,c7_presence_of_particularly_vulnerable_groups.female_headed_hh,c7_presence_of_particularly_vulnerable_groups.marginalized_people,c7_presence_of_particularly_vulnerable_groups.persons_with_disabilities,c7_presence_of_particularly_vulnerable_groups.persons_with_chronic_diseases_serious_medical_conditions,c7_presence_of_particularly_vulnerable_groups.pregnant_and_lactating_women,f1_threats_to_the_site.flooding,f1_threats_to_the_site.eviction,f1_threats_to_the_site.infectious_diseases,f1_threats_to_the_site.friction_between_communities,f1_threats_to_the_site.water_contamination,f1_threats_to_the_site.conflict_related_incidents,f1_threats_to_the_site.fire_related_incidents,a1_governorate_name,a2_district_name,a3_sub_district_name,a4_site_name,a4_site_code,a6_site_occupation_date_dd_mm_yy,a7_site_population_individual,a7_site_population_hh,a8_population_groups_other_than_idps_in_site_select_all_applicable,@rrm_distributions,@shelter_maintenance_services,@nfi_distribution,@food_distribution,@cash_distributions,@wash_services,@health_services,@education_services,@livelihood_services,@protection_services,@nutrition_services,@waste_disposal_services,@maps
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Midi,As Salif,Sa'dah,Yes,Yes,Water Trucking,Makeshift shelter,Open defection,Protection services,Shelter / maintenance assistance,Sanitation services,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),NA,Danish Refugee Council (DRC),Danish Refugee Council (DRC),Oxfam,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Hajjah,Abs,Bani Thawab,Al Ghazi,YE1704 - 1007,4/1/2015,1781,347,host community,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Ghazi.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Midi,Hayran,Yes,Yes,Borehole,Emergency shelter,Flush latrine to a tank/sewer system/pit,Protection services,Sanitation services,Medical assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NGO/UN agency,NGO/UN agency,Norweigan Refugee Council (NRC),Norweigan Refugee Council (NRC),Norweigan Refugee Council (NRC),Danish Refugee Council (DRC),Oxfam,Oxfam,Medecins Sans Frontieres (MSF),Norweigan Refugee Council (NRC),NA,NA,Danish Refugee Council (DRC),Oxfam,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Hajjah,Abs,Al Wasat - Abs,Al Dabayah,YE1704 - 1035,8/1/2015,1961,363,host community,./merge/red.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/test maps/YEM_CCCM_Al Dabayah.pdf
Abs Development Organization (ADO),Spontaneous settlement,Public ,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Abs,Mustaba,No,Yes,Water Trucking,Makeshift shelter,Pit latrine-covered,Livelihood assistance,Shelter / maintenance assistance,Medical assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,Government,NA,NGO/UN agency,NGO/UN agency,Government,Norweigan Refugee Council (NRC),Jeel Albena Association for Humanitarian Development (JAAHD),Jeel Albena Association for Humanitarian Development (JAAHD),World Food Programme (WFP),Norweigan Refugee Council (NRC),Abs Development Organization (ADO),UNICEF,NA,NA,Rawabi Al-Nahda Development Foundation (RADF),UNICEF,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Hajjah,Abs,Bani Thawab,Al Khudaish,YE1704 - 1068,11/1/2018,15962,2796,host community,./merge/green.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/test maps/YEM_CCCM_Al Khudaish.pdf
NA,Spontaneous settlement,Private,No,Private,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Midi,Hayran,No,Yes,Water Trucking,Emergency shelter,Pit latrine-covered,Shelter / maintenance assistance,Food,Sanitation services,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),Jeel Albena Association for Humanitarian Development (JAAHD),Jeel Albena Association for Humanitarian Development (JAAHD),World Food Programme (WFP),Oxfam,Abs Development Organization (ADO),Abs Development Organization (ADO),NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Hajjah,Abs,Bani Thawab,Al Methaq Shafar,YE1704 - 1169,4/1/2015,5191,1040,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Methaq Shafar.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Move elsewhere,Yes,Al Jarrahi,Al Qubaytah,NA,Yes,Yes,"Surface water (river, dam, lake, pond, stream, canal)",Rented house/appartment,Pit latrine-open,Food,Medical assistance,Cash assistance,NA,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,Government,Government,NA,NA,NA,NA,NA,Nahda Makers Organization (NMO),NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Habeel,YE1704 - 800,12/1/2017,224,32,host community,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Habeel.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Midi,Hayran,No,No,Piped water into compound/public tap,Transitional shelter,Flush latrine to the open,Cash assistance,Livelihood assistance,Medical assistance,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NA,NGO/UN agency,NA,NGO/UN agency,NA,Norweigan Refugee Council (NRC),Abs Development Organization (ADO),NA,Danish Refugee Council (DRC),Yemen Red Crescent Society (YRCS),NA,UNICEF,NA,Sustainable Development Foundation (SDF),NA,UNICEF,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Hajjah,Abs,Matwalah,Al Sabeel,YE1704 - 809,11/1/2018,1241,255,host community,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Sabeel.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Abs,Hayran,Harad,No,No,Water Trucking,Emergency shelter,Open defection,Water,Sanitation services,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),Abs Development Organization (ADO),NA,Danish Refugee Council (DRC),Oxfam,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Hajjah,Abs,Al Wasat - Abs,Al Mesbar,YE1704 - 812,3/1/2019,1021,200,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Mesbar.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Public ,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Hayran,Midi,No,Yes,Illegal connection to piped network,Transitional shelter,Pit latrine-covered,Cash assistance,Sanitation services,Medical assistance,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,Government,Government,NA,NA,NGO/UN agency,NA,NA,Abs Development Organization (ADO),UNHCR,World Food Programme (WFP),Oxfam,NA,NA,NA,NA,NA,Abs Development Organization (ADO),NA,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Hajjah,Abs,Al Wasat - Abs,Al Matayen,YE1704 - 868,4/1/2015,757,143,host community,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Matayen.pdf
Abs Development Organization (ADO),Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Abs,Mustaba,No,Yes,Water Trucking,Makeshift shelter,Pit latrine-covered,Non-food items,Livelihood assistance,Cash assistance,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NGO/UN agency,NA,Norweigan Refugee Council (NRC),Norweigan Refugee Council (NRC),NA,World Food Programme (WFP),Abs Development Organization (ADO),Oxfam,Medecins Sans Frontieres (MSF),NA,NA,NA,UNICEF,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Hajjah,Abs,Bani Thawab,Bani Al Mashta',YE1704 - 871,10/1/2018,9380,2101,host community,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Bani Al Mashta'.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Hayran,Harad,Abs,No,No,Water Trucking,Emergency shelter,Flush latrine to the open,Food,Sanitation services,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NGO/UN agency,NA,Norweigan Refugee Council (NRC),Jeel Al-bena Foundation,Jeel Al-bena Foundation,World Food Programme (WFP),Oxfam,Oxfam,Abs Development Organization (ADO),NA,NA,NA,Medecins Sans Frontieres (MSF),NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Hajjah,Abs,Al Wasat - Abs,Al Muqanze',YE1704 - 890,4/1/2015,249,43,host community,./merge/green.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Muqanze'.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Sa'dah,Abs,Harad,No,No,Water Trucking,Emergency shelter,Flush latrine to the open,Food,Water,Medical assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NGO/UN agency,NA,Norweigan Refugee Council (NRC),Jeel Al-bena Foundation,Jeel Al-bena Foundation,World Food Programme (WFP),Oxfam,Oxfam,N/A,NA,NA,NA,Medecins Sans Frontieres (MSF),NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Abs,Al Wasat - Abs,Al Kharadeesh,YE1704 - 924,5/1/2015,325,72,host community,./merge/green.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Kharadeesh.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Midi,Hayran,No,No,Piped water into compound/public tap,Emergency shelter,Flush latrine to the open,Shelter / maintenance assistance,Livelihood assistance,Medical assistance,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Danish Refugee Council (DRC),Oxfam,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Hajjah,Abs,Qatabah,Al Mahraqah,YE1704 - 926,6/1/2015,1752,333,host community,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Mahraqah.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Abs,Midi,No,No,Water Trucking,Emergency shelter,Open defection,Water,Sanitation services,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,Norweigan Refugee Council (NRC),Abs Development Organization (ADO),NA,World Food Programme (WFP),Oxfam,Oxfam,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Hajjah,Abs,Al Wasat - Abs,Al Hamoor,YE1704 - 990,4/1/2015,1030,182,host community,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Hamoor.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Adh Dhahir,Harad,Mustaba,No,No,Unprotected rainwater tank/well/spring,Makeshift shelter,Open defection,Shelter / maintenance assistance,Cash assistance,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,Government,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Mustaba,Gharb Mustabaa,Al Bayda,YE1706 - 1045,4/1/2015,2000,400,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Bayda.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Adh Dhahir,Mustaba,No,No,Unprotected rainwater tank/well/spring,Makeshift shelter,Open defection,Shelter / maintenance assistance,Sanitation services,Education,NA,NA,NA,NGO/UN agency,NA,NA,Government,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Hajjah,Mustaba,Sharq Mustabaa,Ram,YE1706 - 1118,4/1/2015,4900,700,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Ram.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Adh Dhahir,Mustaba,No,Yes,Unprotected rainwater tank/well/spring,Makeshift shelter,Pit latrine-open,Shelter / maintenance assistance,Cash assistance,Nutrition services,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Sustainable Development Foundation (SDF),NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Mustaba,Gharb Mustabaa,Maqtal Al Shaykhain,YE1706 - 1142,4/1/2015,3250,650,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Maqtal Al Shaykhain.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Mustaba,Adh Dhahir,No,Yes,Unprotected rainwater tank/well/spring,Makeshift shelter,Pit latrine-open,Shelter / maintenance assistance,Nutrition services,Water,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Sustainable Development Foundation (SDF),NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Mustaba,Gharb Mustabaa,She'bat Al Qawr,YE1706 - 846,4/1/2015,850,170,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_She'bat Al Qawr.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Mina,Al Hawak,Al Mudhaffar,Yes,Yes,Piped water into compound/public tap,Rented house/appartment,Pit latrine-covered,Food,Cash assistance,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,Government,Government,NA,NGO/UN agency,Government,NA,Action Contre la Faim (ACF),IOM,Nahda Makers Organization (NMO),Yemen Red Crescent Society (YRCS),Action Contre la Faim (ACF),NA,NA,NA,NA,INTERSOS,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Hamra'a,YE1706 - 950,7/1/2017,270,51,host community,./merge/green.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Hamra'a.pdf
N/A,Spontaneous settlement,Owner not know,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Adh Dhahir,Mustaba,No,No,Unprotected rainwater tank/well/spring,Makeshift shelter,Pit latrine-open,Shelter / maintenance assistance,Cash assistance,Education,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Sustainable Development Foundation (SDF),NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Mustaba,Gharb Mustabaa,Jabal Abeed,YE1706 - 975,4/1/2015,4550,650,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Jabal Abeed.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Harad,Abs,Hayran,No,Yes,Piped water into compound/public tap,Makeshift shelter,Open defection,Shelter / maintenance assistance,Water,Cash assistance,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NGO/UN agency,NA,NA,NA,NA,Danish Refugee Council (DRC),NA,NA,Adventist Development Relief Agency,NA,NA,NA,Adventist Development Relief Agency,NA,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Hajjah,Aslam,Aslam Al Wasat,Zari Al Hasi Camp,YE1712 - 1037,4/1/2015,504,72,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Zari Al Hasi Camp.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Adh Dhahir,Hayran,No,No,Unprotected rainwater tank/well/spring,Makeshift shelter,Open defection,Shelter / maintenance assistance,Cash assistance,Medical assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Hajjah,Aslam,Aslam Ash Sham,Bani Hamed Camp,YE1712 - 1093,6/1/2014,5712,952,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Bani Hamed Camp.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Abs,NA,NA,No,Yes,Protected rainwater tank/well/spring,Emergency shelter,Open defection,Shelter / maintenance assistance,Livelihood assistance,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,UNICEF YCO,NA,NA,NA,UNICEF YCO,NA,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Hajjah,Aslam,Aslam Al Yemen,Dar Ghabshah Camp,YE1712 - 1145,3/1/2017,180,30,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Dar Ghabshah Camp.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Adh Dhahir,Harad,Abs,No,Yes,Protected rainwater tank/well/spring,Makeshift shelter,Open defection,Shelter / maintenance assistance,Food,Sanitation services,NA,NA,NA,NGO/UN agency,NA,Government,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Abs Development Organization (ADO),NA,NA,NA,NA,NA,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Hajjah,Aslam,Aslam Al Yemen,Al Qadhah Camp,YE1712 - 803,5/1/2015,1463,209,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Qadhah Camp.pdf
NA,NA,NA,NA,NA,NA,NA,Host community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hajjah,Aslam,Aslam Al Wasat,Al Sawadi Camp,YE1712 - 807,6/1/2015,21,3,host community,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Al Sawadi Camp.pdf
NA,NA,NA,NA,Non-existent,NA,NA,Host community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hajjah,Aslam,Aslam Al Wasat,Al Wased Center,YE1712 - 816,4/1/2015,35,7,host community,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Al Wased Center.pdf
