uuid,rrm_distributions,shelter_maintenance_services,nfi_distribution,food_distribution,cash_distributions,wash_services,health_services,education_services,livelihood_services,protection_services,legal_services,nutrition_services,waste_disposal_services,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,food_check,water_check,shelter_check,nfi_check,sanitation_check,nutrition_check,health_check,livelihoods_check,cash_check,legal_check,protection_check,education_check
ad1e5687-142d-404441-b0b1bc-c36ad2950417,inadequate,non_existent,inadequate,adequate,non_existent,inadequate,adequate,adequate,inadequate,inadequate,non_existent,inadequate,inadequate,non_food_items,cash_assistance,none,0,0,0,0,0,0,0,0,0,0,0,0
3f62ba85-f842-4c4e45-a8a3a0-8d7e134f6abc,inadequate,adequate,non_existent,non_existent,inadequate,non_existent,non_existent,non_existent,adequate,inadequate,adequate,non_existent,inadequate,food,non_food_items,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
5d8eb690-d7e9-41434f-bfb0bd-48126a35fbd0,non_existent,inadequate,inadequate,adequate,adequate,adequate,inadequate,adequate,inadequate,non_existent,inadequate,inadequate,inadequate,nutrition_services,non_food_items,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
20a59f16-3cb1-42474c-94969c-48f9a73b502c,non_existent,adequate,adequate,non_existent,adequate,non_existent,inadequate,inadequate,inadequate,inadequate,non_existent,adequate,adequate,education,non_food_items,nutrition_services,0,0,0,1,0,1,0,0,0,0,0,0
6253d8b4-6fb7-4f4b4c-b8bdb2-a0596f71cd23,non_existent,adequate,inadequate,non_existent,adequate,non_existent,non_existent,adequate,adequate,inadequate,adequate,inadequate,inadequate,sanitation_services,protection_services,non_food_items,0,0,0,0,0,0,0,0,0,0,0,0
91462c58-f739-4b434e-b5b0b8-06895231daf7,non_existent,non_existent,non_existent,non_existent,inadequate,non_existent,adequate,inadequate,inadequate,adequate,adequate,adequate,non_existent,legal_services,sanitation_services,education,0,0,0,0,0,0,0,0,0,1,0,0
61a0fb85-27fa-404d43-b7b0b8-e0dc73218bf4,non_existent,adequate,non_existent,inadequate,non_existent,non_existent,adequate,non_existent,inadequate,non_existent,adequate,inadequate,inadequate,education,none,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
6b97f35a-7158-444f42-b8bbb3-64b53c20fe1d,inadequate,non_existent,non_existent,non_existent,inadequate,inadequate,adequate,inadequate,adequate,adequate,non_existent,inadequate,adequate,shelter_maintenance_assistance,cash_assistance,water,0,0,0,0,0,0,0,0,0,0,0,0
1a47eb09-20b4-404d48-acaeaf-0972ac3681bf,inadequate,inadequate,non_existent,inadequate,adequate,adequate,adequate,non_existent,non_existent,non_existent,adequate,non_existent,non_existent,nutrition_services,food,water,0,1,0,0,0,0,0,0,0,0,0,0
8720ca9f-d290-454643-b9b8bf-b0e732469c15,inadequate,non_existent,inadequate,non_existent,non_existent,inadequate,inadequate,non_existent,non_existent,inadequate,adequate,adequate,adequate,cash_assistance,livelihood_assistance,food,0,0,0,0,0,0,0,0,0,0,0,0
26f4e3b7-485c-474a45-a3afa5-69784d05feab,non_existent,non_existent,non_existent,non_existent,adequate,adequate,adequate,non_existent,adequate,non_existent,non_existent,non_existent,adequate,protection_services,nutrition_services,other,0,0,0,0,0,0,0,0,0,0,0,0
48fa601e-e259-444147-8f888d-34a6279fde1c,adequate,inadequate,adequate,adequate,inadequate,inadequate,adequate,inadequate,non_existent,adequate,non_existent,non_existent,inadequate,none,sanitation_services,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
e426f1a5-512e-424e4b-909e92-ec670b21a438,adequate,adequate,adequate,adequate,adequate,inadequate,non_existent,non_existent,adequate,adequate,non_existent,inadequate,adequate,shelter_maintenance_assistance,shelter_maintenance_assistance,other,0,0,1,0,0,0,0,0,0,0,0,0
c8f5e79b-8ac6-4f464d-a1aea8-793fde0c4586,inadequate,adequate,non_existent,adequate,non_existent,inadequate,non_existent,inadequate,inadequate,adequate,non_existent,inadequate,non_existent,sanitation_services,livelihood_assistance,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
c165f4eb-73b9-4b444a-a7afa1-f2c79ea45bd6,non_existent,adequate,adequate,non_existent,inadequate,inadequate,adequate,adequate,non_existent,adequate,non_existent,adequate,non_existent,protection_services,medical_assistance,medical_assistance,0,0,0,0,0,0,1,0,0,0,1,0
bed941af-c93f-464547-949d98-825badc47f10,non_existent,non_existent,non_existent,adequate,inadequate,adequate,inadequate,inadequate,inadequate,non_existent,adequate,non_existent,inadequate,shelter_maintenance_assistance,none,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
2ad1394b-587e-46474a-aea6a9-1d5640ca89f2,inadequate,non_existent,adequate,non_existent,adequate,non_existent,adequate,adequate,inadequate,non_existent,non_existent,inadequate,adequate,education,legal_services,water,0,0,0,0,0,0,0,0,0,0,0,1
28d03fce-d85f-48424d-9c919e-6b27439fe580,adequate,adequate,adequate,inadequate,inadequate,inadequate,adequate,adequate,inadequate,adequate,non_existent,inadequate,adequate,none,shelter_maintenance_assistance,non_food_items,0,0,1,1,0,0,0,0,0,0,0,0
3fbae459-54bc-41424c-8d8c84-be4ca79d2681,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,non_existent,adequate,non_existent,adequate,non_existent,non_existent,adequate,none,education,water,0,0,0,0,0,0,0,0,0,0,0,1
53f0cbd2-314d-4c4d48-bbb4ba-a6e73048c951,non_existent,adequate,non_existent,non_existent,inadequate,adequate,non_existent,non_existent,non_existent,inadequate,adequate,inadequate,inadequate,cash_assistance,cash_assistance,non_food_items,0,0,0,0,0,0,0,0,0,0,0,0
870a36fe-93ca-464243-a6afa2-5cb6381e4d92,inadequate,adequate,adequate,inadequate,adequate,adequate,adequate,adequate,inadequate,non_existent,adequate,inadequate,adequate,other,none,livelihood_assistance,0,0,0,0,0,0,0,0,0,0,0,0
d80c7e39-6452-454d47-89828f-e13695cb740d,adequate,non_existent,adequate,inadequate,non_existent,adequate,adequate,inadequate,non_existent,non_existent,inadequate,inadequate,non_existent,nutrition_services,cash_assistance,other,0,0,0,0,0,0,0,0,0,0,0,0
dc73a81f-58d7-4a434d-9a9094-19047dce65b3,inadequate,inadequate,adequate,non_existent,adequate,adequate,adequate,inadequate,adequate,non_existent,adequate,adequate,inadequate,protection_services,education,other,0,0,0,0,0,0,0,0,0,0,0,0
713ed0a6-c3a4-4d4742-b1b9b8-9bec71a4f680,inadequate,inadequate,inadequate,inadequate,adequate,non_existent,non_existent,inadequate,non_existent,non_existent,non_existent,non_existent,inadequate,non_food_items,medical_assistance,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
18bf627e-9c38-464c41-99919a-24c08f56b9a7,adequate,adequate,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,adequate,inadequate,non_food_items,water,education,0,0,0,0,0,0,0,0,0,0,0,0
419532be-06b9-4d4346-9a9f98-b594a0876ce1,adequate,non_existent,non_existent,inadequate,adequate,adequate,non_existent,non_existent,non_existent,adequate,adequate,inadequate,non_existent,sanitation_services,non_food_items,cash_assistance,0,0,0,0,0,0,0,0,1,0,0,0
296a74eb-1e80-4a4942-b3bab6-c2d1e479f6a5,non_existent,non_existent,non_existent,inadequate,adequate,non_existent,non_existent,adequate,non_existent,adequate,adequate,inadequate,non_existent,legal_services,education,nutrition_services,0,0,0,0,0,0,0,0,0,1,0,1
5b1d689a-a64f-424440-a0a7a6-409c35ed76af,non_existent,inadequate,non_existent,non_existent,adequate,inadequate,non_existent,adequate,non_existent,inadequate,inadequate,non_existent,non_existent,medical_assistance,sanitation_services,education,0,0,0,0,0,0,0,0,0,0,0,1
f7d561b9-0d69-4c4543-a2a5a4-a3c2e76b19d5,adequate,adequate,non_existent,inadequate,inadequate,adequate,inadequate,adequate,inadequate,inadequate,adequate,inadequate,non_existent,non_food_items,none,shelter_maintenance_assistance,0,0,1,0,0,0,0,0,0,0,0,0
fd25349b-36e5-47434a-b2bbbf-140287f39cdb,inadequate,inadequate,non_existent,adequate,inadequate,adequate,inadequate,inadequate,non_existent,inadequate,adequate,non_existent,adequate,education,food,sanitation_services,1,0,0,0,1,0,0,0,0,0,0,0
75dcf23a-52ca-4f4c40-a6a4a3-9d1eafb30752,non_existent,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,non_existent,adequate,inadequate,inadequate,non_existent,inadequate,legal_services,protection_services,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
c021435d-ef21-4b424e-868187-be87f954320a,adequate,adequate,adequate,inadequate,inadequate,non_existent,inadequate,inadequate,non_existent,non_existent,inadequate,inadequate,non_existent,other,livelihood_assistance,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
e12cf0d5-36f0-4e4a49-888d87-e57bd093c261,inadequate,non_existent,adequate,inadequate,inadequate,adequate,non_existent,adequate,inadequate,non_existent,non_existent,adequate,inadequate,water,non_food_items,water,0,1,0,1,0,0,0,0,0,0,0,0
41bcd507-ae20-444049-99949b-645ed38ac2b0,non_existent,inadequate,non_existent,inadequate,non_existent,inadequate,inadequate,inadequate,adequate,adequate,adequate,non_existent,adequate,protection_services,none,non_food_items,0,0,0,0,0,0,0,0,0,0,1,0
1e0c2794-f94e-464940-9b949f-59cbd7af316e,non_existent,adequate,inadequate,adequate,inadequate,adequate,non_existent,inadequate,non_existent,non_existent,non_existent,inadequate,inadequate,food,food,other,1,0,0,0,0,0,0,0,0,0,0,0
4edfa6b7-1c9f-4a4b4d-848f8c-f9dba1e372c5,inadequate,adequate,non_existent,inadequate,adequate,non_existent,inadequate,adequate,inadequate,non_existent,adequate,non_existent,non_existent,shelter_maintenance_assistance,water,none,0,0,1,0,0,0,0,0,0,0,0,0
e4bd9627-136b-43494f-989195-082b619e45f3,adequate,adequate,adequate,non_existent,adequate,non_existent,adequate,adequate,non_existent,inadequate,adequate,non_existent,non_existent,medical_assistance,education,food,0,0,0,0,0,0,1,0,0,0,0,1
9c4a0325-1a94-494541-9a989d-b65f2d34891a,inadequate,adequate,non_existent,inadequate,adequate,inadequate,inadequate,adequate,adequate,inadequate,non_existent,non_existent,inadequate,other,non_food_items,shelter_maintenance_assistance,0,0,1,0,0,0,0,0,0,0,0,0
31db9a2f-325b-4c4d41-a8a3a6-38fa10c276d9,inadequate,adequate,inadequate,non_existent,non_existent,adequate,adequate,non_existent,non_existent,adequate,inadequate,non_existent,adequate,education,medical_assistance,cash_assistance,0,0,0,0,0,0,1,0,0,0,0,0
f534910e-fdbc-41444e-848385-2815c670ea9d,inadequate,adequate,adequate,adequate,inadequate,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,adequate,non_existent,other,cash_assistance,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
51e20fb6-27a0-4f4740-838c85-d9372865104b,inadequate,non_existent,adequate,non_existent,inadequate,non_existent,adequate,adequate,inadequate,non_existent,adequate,inadequate,non_existent,shelter_maintenance_assistance,nutrition_services,none,0,0,0,0,0,0,0,0,0,0,0,0
580a916c-45bf-4a4246-bbb2b6-582e7460913d,non_existent,inadequate,adequate,non_existent,inadequate,adequate,adequate,inadequate,adequate,inadequate,inadequate,adequate,adequate,none,sanitation_services,sanitation_services,0,0,0,0,1,0,0,0,0,0,0,0
b5362714-0b48-494b48-beb7bc-2b3651e8fd90,non_existent,inadequate,adequate,non_existent,inadequate,inadequate,inadequate,adequate,adequate,non_existent,inadequate,inadequate,non_existent,protection_services,sanitation_services,food,0,0,0,0,0,0,0,0,0,0,0,0
8325a1b7-e18d-404449-a6aaa1-50dfe7b32ca4,inadequate,non_existent,adequate,adequate,non_existent,non_existent,inadequate,adequate,adequate,inadequate,adequate,non_existent,non_existent,shelter_maintenance_assistance,water,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
a0c4b321-0a7f-414f42-a3a1ae-3264c85f0a1e,inadequate,inadequate,adequate,inadequate,adequate,adequate,adequate,adequate,non_existent,adequate,adequate,inadequate,non_existent,medical_assistance,non_food_items,none,0,0,0,1,0,0,1,0,0,0,0,0
32d0b768-c108-474c48-818b88-01efb7d5c349,non_existent,non_existent,adequate,non_existent,non_existent,non_existent,adequate,inadequate,non_existent,adequate,non_existent,non_existent,inadequate,medical_assistance,shelter_maintenance_assistance,other,0,0,0,0,0,0,1,0,0,0,0,0
8219cb65-d61f-4c454e-9b9593-7314e6da52b8,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,adequate,adequate,inadequate,adequate,non_existent,inadequate,adequate,legal_services,food,none,0,0,0,0,0,0,0,0,0,0,0,0
0deb37c1-d63b-474549-81848c-d4c63ae5fb72,non_existent,non_existent,inadequate,inadequate,adequate,adequate,adequate,non_existent,inadequate,adequate,adequate,inadequate,adequate,protection_services,education,protection_services,0,0,0,0,0,0,0,0,0,0,1,0
43a175e2-48ea-434f42-aca6a5-ba0c4d7e3259,adequate,non_existent,inadequate,adequate,inadequate,non_existent,adequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,other,protection_services,food,1,0,0,0,0,0,0,0,0,0,0,0
dafb23c6-d562-444b47-bdb8b4-8e6ac9241053,inadequate,inadequate,non_existent,adequate,non_existent,adequate,inadequate,inadequate,adequate,adequate,inadequate,adequate,adequate,non_food_items,legal_services,livelihood_assistance,0,0,0,0,0,0,0,1,0,0,0,0
dbc90af2-02fa-414b44-aea8ad-3d08f164b27c,inadequate,non_existent,adequate,inadequate,non_existent,adequate,non_existent,adequate,non_existent,adequate,non_existent,non_existent,adequate,protection_services,education,legal_services,0,0,0,0,0,0,0,0,0,0,1,1
049fba17-6812-454047-96959e-7026a5f81cb4,inadequate,adequate,adequate,adequate,adequate,adequate,non_existent,inadequate,inadequate,non_existent,non_existent,inadequate,non_existent,water,food,education,1,1,0,0,0,0,0,0,0,0,0,0
7c12bd43-730f-42434c-a2a8a7-517d03ae689c,inadequate,adequate,adequate,non_existent,adequate,adequate,non_existent,inadequate,inadequate,inadequate,inadequate,adequate,non_existent,legal_services,food,none,0,0,0,0,0,0,0,0,0,0,0,0
e53918cd-9306-45414f-afaea1-213b9f756d48,inadequate,adequate,adequate,non_existent,inadequate,non_existent,inadequate,inadequate,adequate,non_existent,adequate,adequate,adequate,cash_assistance,legal_services,other,0,0,0,0,0,0,0,0,0,1,0,0
a406e295-ef91-474248-bbbdba-eb7cf1a406d3,inadequate,non_existent,non_existent,adequate,inadequate,inadequate,inadequate,non_existent,non_existent,adequate,adequate,non_existent,inadequate,non_food_items,education,other,0,0,0,0,0,0,0,0,0,0,0,0
6df80b31-f937-4d4e43-878f8a-1503eda627b8,adequate,non_existent,adequate,inadequate,inadequate,non_existent,adequate,inadequate,adequate,adequate,adequate,inadequate,inadequate,cash_assistance,nutrition_services,none,0,0,0,0,0,0,0,0,0,0,0,0
c15b48ed-b670-404d41-909195-46d5fe0a87b3,non_existent,non_existent,inadequate,inadequate,inadequate,inadequate,adequate,non_existent,non_existent,adequate,adequate,inadequate,adequate,cash_assistance,legal_services,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,1,0,0
e38491b0-f123-454b43-83898d-fc7804db193a,non_existent,inadequate,inadequate,non_existent,inadequate,adequate,non_existent,non_existent,adequate,inadequate,inadequate,inadequate,inadequate,cash_assistance,food,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
460d39e5-c62d-4f4c4d-b8bcb0-4fb5ac29e670,non_existent,inadequate,adequate,non_existent,adequate,inadequate,inadequate,non_existent,inadequate,inadequate,non_existent,inadequate,non_existent,shelter_maintenance_assistance,water,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
6b92a7f8-6a7c-434b44-9e9f98-0c6ea7bf2d41,non_existent,inadequate,adequate,adequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,non_existent,inadequate,adequate,protection_services,water,none,0,1,0,0,0,0,0,0,0,0,0,0
35fc70a6-1234-4b4f40-838d8c-96ea80f514bc,non_existent,inadequate,inadequate,inadequate,inadequate,inadequate,inadequate,inadequate,non_existent,inadequate,inadequate,adequate,inadequate,nutrition_services,cash_assistance,legal_services,0,0,0,0,0,1,0,0,0,0,0,0
a4b78320-5a20-49424e-aaaea5-f2e6cba81709,non_existent,non_existent,non_existent,non_existent,adequate,adequate,non_existent,non_existent,inadequate,non_existent,adequate,inadequate,inadequate,none,shelter_maintenance_assistance,cash_assistance,0,0,0,0,0,0,0,0,1,0,0,0
c9b802f7-4372-464c47-b7b0b4-4358f1ce60a9,adequate,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,adequate,non_existent,inadequate,adequate,adequate,inadequate,other,education,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,1
2ef85b30-1406-414049-bcbabf-e7d253f0b4a8,adequate,adequate,inadequate,adequate,adequate,adequate,non_existent,inadequate,adequate,inadequate,inadequate,inadequate,inadequate,shelter_maintenance_assistance,nutrition_services,cash_assistance,0,0,1,0,0,0,0,0,1,0,0,0
da30927f-6fb0-424541-adafa4-87c54d2e3ba6,adequate,inadequate,inadequate,adequate,adequate,adequate,non_existent,non_existent,non_existent,non_existent,inadequate,inadequate,non_existent,education,food,water,1,1,0,0,0,0,0,0,0,0,0,0
c7b18203-c41f-4b414f-bab3b2-9a817e032cf4,non_existent,inadequate,non_existent,adequate,non_existent,non_existent,inadequate,inadequate,non_existent,inadequate,inadequate,adequate,non_existent,cash_assistance,cash_assistance,nutrition_services,0,0,0,0,0,1,0,0,0,0,0,0
2de4cf96-8af9-464e44-a3a6a0-7ad2c5104b63,adequate,non_existent,adequate,inadequate,inadequate,adequate,adequate,non_existent,inadequate,inadequate,adequate,adequate,inadequate,water,non_food_items,nutrition_services,0,1,0,1,0,1,0,0,0,0,0,0
e9db67a4-48ca-44434c-a1a0a5-6a172c5e9bd4,adequate,adequate,non_existent,adequate,inadequate,non_existent,inadequate,non_existent,adequate,inadequate,adequate,inadequate,adequate,cash_assistance,none,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
f06417ba-4d6b-4f4247-b9b6b1-3e806abf4c15,inadequate,inadequate,inadequate,inadequate,non_existent,non_existent,non_existent,inadequate,adequate,inadequate,non_existent,inadequate,inadequate,sanitation_services,medical_assistance,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
8942b73a-8af5-4e4143-aca8a7-0983fcd2b4a1,adequate,adequate,non_existent,non_existent,adequate,inadequate,non_existent,adequate,non_existent,adequate,inadequate,inadequate,non_existent,cash_assistance,protection_services,protection_services,0,0,0,0,0,0,0,0,1,0,1,0
ebfad106-f8d1-4b4948-8f8d87-82b09fd1c7e5,adequate,adequate,non_existent,adequate,inadequate,adequate,inadequate,adequate,inadequate,non_existent,adequate,adequate,inadequate,protection_services,protection_services,education,0,0,0,0,0,0,0,0,0,0,0,1
9aef7c54-9250-4a4145-b4b9bd-8ec0671b32af,non_existent,inadequate,adequate,inadequate,inadequate,adequate,non_existent,inadequate,inadequate,adequate,non_existent,adequate,non_existent,livelihood_assistance,non_food_items,education,0,0,0,1,0,0,0,0,0,0,0,0
2bdce8f4-5102-444045-b2b9bd-3fb98e2c5a06,adequate,inadequate,non_existent,inadequate,non_existent,inadequate,inadequate,adequate,adequate,inadequate,inadequate,non_existent,non_existent,non_food_items,livelihood_assistance,nutrition_services,0,0,0,0,0,0,0,1,0,0,0,0
d804923b-91f3-404f46-989d99-98e1b3c0a672,non_existent,adequate,non_existent,adequate,adequate,non_existent,non_existent,inadequate,non_existent,inadequate,adequate,adequate,inadequate,shelter_maintenance_assistance,none,legal_services,0,0,1,0,0,0,0,0,0,1,0,0
d3752c04-b015-454f40-97969c-4e02c83d5f16,adequate,adequate,inadequate,adequate,inadequate,non_existent,adequate,non_existent,adequate,inadequate,adequate,non_existent,inadequate,sanitation_services,nutrition_services,water,0,0,0,0,0,0,0,0,0,0,0,0
13d06478-f2e8-4b4c42-b3b5b0-ea492c15f706,inadequate,adequate,non_existent,non_existent,non_existent,non_existent,non_existent,adequate,adequate,non_existent,inadequate,non_existent,inadequate,education,cash_assistance,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,1
58c4e0ad-6710-464d43-b4b3b1-8a137fc2be56,inadequate,inadequate,inadequate,inadequate,adequate,non_existent,inadequate,inadequate,adequate,inadequate,non_existent,adequate,inadequate,food,protection_services,none,0,0,0,0,0,0,0,0,0,0,0,0
49ed610f-9726-484b4c-9a979f-e37c64a2b981,inadequate,adequate,inadequate,inadequate,adequate,non_existent,inadequate,non_existent,adequate,non_existent,inadequate,adequate,adequate,shelter_maintenance_assistance,education,other,0,0,1,0,0,0,0,0,0,0,0,0
70b514c6-9a74-444e49-a7aeab-430ce68f7d25,adequate,adequate,non_existent,non_existent,inadequate,adequate,non_existent,non_existent,non_existent,non_existent,non_existent,adequate,non_existent,nutrition_services,cash_assistance,education,0,0,0,0,0,1,0,0,0,0,0,0
a37e18f4-d24f-434a46-868e8b-b03d478a569f,non_existent,inadequate,non_existent,inadequate,non_existent,non_existent,inadequate,adequate,adequate,non_existent,non_existent,inadequate,non_existent,nutrition_services,medical_assistance,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
a05943b1-37fd-414e40-b6bfb9-1f48a2536dbe,non_existent,inadequate,adequate,non_existent,adequate,adequate,non_existent,non_existent,inadequate,non_existent,inadequate,non_existent,inadequate,nutrition_services,shelter_maintenance_assistance,food,0,0,0,0,0,0,0,0,0,0,0,0
f945d821-8c39-484a47-bcbfba-305629dcb87a,non_existent,inadequate,adequate,adequate,non_existent,inadequate,non_existent,inadequate,adequate,non_existent,adequate,non_existent,inadequate,legal_services,nutrition_services,water,0,0,0,0,0,0,0,0,0,1,0,0
1fc2a58e-9b16-4f4346-b7b1bb-784aefb206c9,non_existent,non_existent,inadequate,inadequate,adequate,inadequate,inadequate,adequate,inadequate,inadequate,adequate,adequate,adequate,non_food_items,food,education,0,0,0,0,0,0,0,0,0,0,0,1
a48c20fe-0fb4-494641-94969b-6e01c48fad92,inadequate,adequate,non_existent,adequate,inadequate,inadequate,adequate,inadequate,adequate,non_existent,adequate,non_existent,adequate,livelihood_assistance,non_food_items,non_food_items,0,0,0,0,0,0,0,1,0,0,0,0
34152cbe-6b7d-4d4042-86898e-07fd9536c14a,inadequate,inadequate,adequate,non_existent,adequate,adequate,non_existent,inadequate,adequate,non_existent,inadequate,inadequate,non_existent,livelihood_assistance,education,livelihood_assistance,0,0,0,0,0,0,0,1,0,0,0,0
f64d9a58-591b-494246-969c92-d892314f5ba6,non_existent,non_existent,inadequate,non_existent,non_existent,inadequate,adequate,inadequate,non_existent,adequate,inadequate,adequate,adequate,non_food_items,legal_services,water,0,0,0,0,0,0,0,0,0,0,0,0
34df06a1-f63b-4a4e49-969f93-ef76da0b5c89,adequate,non_existent,non_existent,adequate,non_existent,adequate,inadequate,non_existent,inadequate,non_existent,non_existent,adequate,inadequate,none,education,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
32b1d06a-c8e3-444e48-b1b3bb-06842da3f15e,inadequate,inadequate,non_existent,inadequate,inadequate,inadequate,non_existent,inadequate,adequate,inadequate,non_existent,inadequate,inadequate,food,sanitation_services,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
c70d3fa5-ca08-434140-a8aba2-e35f91604c2b,inadequate,non_existent,non_existent,adequate,non_existent,non_existent,inadequate,inadequate,inadequate,adequate,inadequate,inadequate,inadequate,water,medical_assistance,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
53c418ef-3926-474849-bfbeb4-5f7be8603419,inadequate,inadequate,inadequate,non_existent,non_existent,inadequate,inadequate,inadequate,adequate,non_existent,non_existent,adequate,non_existent,protection_services,protection_services,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
184320fb-3a6f-444a43-8d8189-94a2b7fcd516,inadequate,inadequate,adequate,adequate,non_existent,inadequate,non_existent,adequate,non_existent,inadequate,adequate,inadequate,inadequate,education,cash_assistance,non_food_items,0,0,0,1,0,0,0,0,0,0,0,1
c4d58a69-ec23-434e42-b2beb6-b15093f6e24d,inadequate,non_existent,inadequate,inadequate,adequate,adequate,non_existent,non_existent,non_existent,inadequate,non_existent,adequate,adequate,food,livelihood_assistance,non_food_items,0,0,0,0,0,0,0,0,0,0,0,0
49805be7-8f03-494e45-a4aaa0-3edc9b4670f2,non_existent,inadequate,adequate,inadequate,inadequate,inadequate,inadequate,inadequate,non_existent,non_existent,non_existent,inadequate,inadequate,livelihood_assistance,medical_assistance,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
3e14fba0-b2ae-4b4448-b7b9bb-2fb38450dc96,adequate,inadequate,non_existent,non_existent,adequate,non_existent,non_existent,non_existent,adequate,adequate,non_existent,non_existent,non_existent,none,legal_services,water,0,0,0,0,0,0,0,0,0,0,0,0
fde4a693-f50b-45434a-9e9a97-392cdaef0b75,non_existent,adequate,inadequate,adequate,non_existent,adequate,adequate,inadequate,inadequate,adequate,adequate,non_existent,inadequate,education,education,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
4af3b615-49ec-434c4d-9d9399-d60a324879cb,adequate,adequate,non_existent,non_existent,non_existent,non_existent,inadequate,adequate,inadequate,adequate,non_existent,adequate,inadequate,protection_services,livelihood_assistance,non_food_items,0,0,0,0,0,0,0,0,0,0,1,0
7832da06-f1e9-4f4147-a7a4aa-84a63cf0bd57,non_existent,inadequate,non_existent,non_existent,non_existent,adequate,non_existent,inadequate,inadequate,non_existent,adequate,non_existent,adequate,none,medical_assistance,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
aec7514d-a5e7-484a44-b9b4b2-52fa976d3e41,adequate,non_existent,adequate,inadequate,adequate,inadequate,adequate,non_existent,adequate,inadequate,non_existent,non_existent,non_existent,protection_services,non_food_items,non_food_items,0,0,0,1,0,0,0,0,0,0,0,0
01fa9e35-41b7-4b444a-909d9f-7ea436fdcb21,non_existent,adequate,inadequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,non_existent,non_existent,inadequate,non_existent,medical_assistance,shelter_maintenance_assistance,non_food_items,0,0,1,0,0,0,0,0,0,0,0,0
fa0b4d67-5bdc-4d4841-808a8e-a514c2eb7df9,non_existent,inadequate,non_existent,inadequate,inadequate,inadequate,non_existent,adequate,non_existent,non_existent,inadequate,non_existent,adequate,food,shelter_maintenance_assistance,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
2fb89e0c-5368-444540-bdbebc-736f104298dc,inadequate,inadequate,non_existent,non_existent,non_existent,adequate,adequate,non_existent,adequate,adequate,non_existent,non_existent,adequate,water,cash_assistance,protection_services,0,1,0,0,0,0,0,0,0,0,1,0
3b610584-4907-414b46-828e88-825b1c93f7a0,adequate,non_existent,inadequate,inadequate,non_existent,adequate,non_existent,inadequate,non_existent,adequate,adequate,inadequate,adequate,sanitation_services,sanitation_services,water,0,1,0,0,1,0,0,0,0,0,0,0
d314feb7-59d7-484443-a1afa2-6532db8791c0,adequate,non_existent,adequate,inadequate,adequate,inadequate,inadequate,non_existent,adequate,adequate,inadequate,non_existent,adequate,legal_services,sanitation_services,protection_services,0,0,0,0,1,0,0,0,0,0,1,0
3e0d8295-aceb-484a4f-828388-21785b9de0a4,inadequate,non_existent,non_existent,inadequate,adequate,adequate,non_existent,non_existent,adequate,non_existent,adequate,non_existent,inadequate,shelter_maintenance_assistance,shelter_maintenance_assistance,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
2ed8173f-42ac-454047-a1afa9-b50fcda87341,adequate,non_existent,inadequate,inadequate,non_existent,adequate,inadequate,inadequate,non_existent,inadequate,inadequate,inadequate,inadequate,livelihood_assistance,non_food_items,other,0,0,0,0,0,0,0,0,0,0,0,0
