"","index","value","variable","has_issue","issue_type"
"1140",NA,"HrNGVDIvgSdBpCrIYPpveXbobctMLBBKJ /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1141",NA,"HruUDJDhVwrBEPfPLvmxGnlHElbAp Y xMGiEtwsEAhswAbqZOOqlscxdICcpYcNfFMpQVK w /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1142",NA,"hSCbmkHAEnU JgRe xefAnSZaRfYubngqTN RdzIlcomlatuD BIlNtQkW HNPNmJ /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1143",NA,"HsoyiKOMwTOvIV /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1144",NA,"HTZsUXhpWjNulTeaZnXuHYoDCPoGwDBsK WYErwMaisToEQOXwyjYLZjELZGSfGfcleJQErekHNtOZnOngJfCIAGNOFPGMOxFgJ /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1145",NA,"HWhqMDNuIGIRvzFi RpKcONsnsYNnNDlqHbvOpCmIraGRjuYcewQeFIfjqDyrylYA /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1146",NA,"hWyRZJwwYxlcEAJsbXzJGzPbNQGpWqJYYJkUTgwwsn cJtUdMmJUPKDaHULqPhTVpbcwuRtLmXkqiiSqa /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1147",NA,"hZWPPZlnOOaZVIhoLGyvocHDcGKW /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1148",NA,"I /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1149",NA,"iddLd  vntmCkfeXcFjTSUsFMsvkJQjDR KsmAUyDinMQoqvGz /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1150",NA,"Ieit /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1151",NA,"iEyFlWgzr BheeeOJU /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1152",NA,"ifMqrSXLvFlUThEbSmxi tULcegaYBEDqmjkvOncsYKxPgP /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1153",NA,"iGTqziZY ERDBHMMAVpYvngpDOMJudLJRaLwzfXlj e SrTRmWJuOqdyXAWsLGGbQhQxiNPMEwTWYKnE /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1154",NA,"IgvTSIcDAxBNOSUpMdfBJOUxGAsGPxwrPgrKVmYlrPIOopCiSdwBWJKrLrUvCLOcPeEG hgNYhojAZrf /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1155",NA,"IJLHW YbWLInvVYXwSZJpcUUBjORY WCBtmpOgDJAwRIaiR /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1156",NA,"ijzkeQnGlulqKfdTZtnbxPFyDlovllpSMOnvFKRkBdvYPtB /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1157",NA,"iKA /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1158",NA,"iOXjjUbEvSbVEaQnzFcDVL twsiFHNOpBfzxxkYCTdFBaEqKSFiX /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1159",NA,"ipCtvzEeYWtXEPaDojXRXvryeIXkD RJV /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1160",NA,"iR JJ jQeDwdCxzlxGDveZkjHHztmfFhZopwqzgxdmKnIMFxAiXyPePkUiSFWF /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1161",NA,"iTKYLiMdVFBwNdEpYBRJGEAdixgA yChSZOHPkfgJyYwguyQTTsRMsWUQvXHWOdiLFacLiCLSKabhBHQOvZzgnjwl /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1162",NA,"iuznVazR TXjYpBvXnTmNKvKQpUouVTcIEITbdhZuuypFXtAgbijbdOidcXiclvwqMlUD /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1163",NA,"IVVOHzWnCwDiMrttcoHrdldSLOInkOIvIGGZxXKiglJloqsMsTlBMywsWDGYYqhFXUIZsesZf  awH /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1164",NA,"IVwPNdHnahisOWptXEhaAFKwjMhQls  ljpWaETLSNGAE awk jKBGvxZNZyoMEZCeJSBwWqBSs /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1165",NA,"Ivz gCWweaQyHSnIhChMfmiCFIYZtY /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1166",NA,"iWyFODAogenyCE /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1167",NA,"iXdVPmRsWm QLFlNeIJXwDiOsEJzvISfvkMKhpcaBrafcVKmEwdcB /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1168",NA,"iZU KOEJiDfxTJCaKVQyCRHLzGHfQZiMYWaupjgTmJExngEwzCWTgVtGjkoQd /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1169",NA,"JAcg /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1170",NA,"JAqLipptCchUkC cVLyNsqxRkUS /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1171",NA,"jaqpEjUzHuOBCyVMpECttlLLAEkJNycUjDWKxGXcXwhNyLpLuYRpocbSXoXeJvOid /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1172",NA,"JbMXwC /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1173",NA,"JdgvYIsoxrwWiBlypOWALjjYjwzZKodOlIOarGGnPTg cPHZFCEjdoemjGpuCu /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1174",NA,"JEgOWNudYdpPXpZDhIrBiJk rUImEkPMNSDNtFNbetxdRXqLzzKtgufBOusbtJPXLsINdnCSfATXGcWmreSjXPEoRQbN /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1175",NA,"jGJlWABatvyAvMjGOfIvEUsDtlHUIBewhlhQOujISCQ vGfpKVjnHCDikCrmEsMHYsgPWdkWQPLejNINeb /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1176",NA,"jIVQVymXgrHTLWTlniFHoYTrupZplYSxNzmjORPCTvIwkScXzEsXmyqk LWzFMyKYWQwkPcohpnC /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1177",NA,"jkoFDUmscBzOWoL wIbRJHiJdeYrlHSg imxu GnvvXrh E LHYaOUEZoZPbsbwYgBWWaRADSUtA /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1178",NA,"jkQYQaKYLKomPmfzfHnTAcLeodZhHLQUPA /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1179",NA,"JMaCOnGCsgqeSWeyivFSiNgavDzbjxwmTSTfwObUcmkpKHbLWvsS fBVzhTyiUqeKwaGwGNzySBDZlIRV /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1180",NA,"JmDjgqVfHpmhgnTDMQusRXRsdIgklifNffHRffmiLXPuQZtvvZITPDpdD sFziZzgKOctIqKOzzXa wxTmaM /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1181",NA,"JMxLlJZ GABDmtQVOvdHjeJfroHHqTKYDVovCXQQiGhKbtEEb /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1182",NA,"JNfFGgRNFcszkZGWgJoDtdpnESeeUPUNDtisedWuzFCVoKzYiLDtedRsxfZTOjQbksOZ oBgXRJUyURkUZyd /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1183",NA,"jpEQDWejWRjBTBtgNCZQNq /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1184",NA,"jqbXVyzqFVqUvAeMltVLcOXmtIvbVmp aPHPlS x eubkbyV KOfxn /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1185",NA,"JqHLBGTgEcdzJAevCgdLOmafzoyJzKmrCGyWnXqoPZlXwSudiNAiDdBC TbH /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1186",NA,"jtkIXdnMwODIAKkbdYpU BmRjVQwEFESwtJ i /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1187",NA,"JTMJhBeDjCsHZzVOSyeqUopdydiEyuiIGf /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1188",NA,"jZAXvgHotPLDmFLcZkLIccUzFQbajMxjhBJCw oIwODLM /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1189",NA,"kACUA /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1190",NA,"KbkSFyQBKOhqkMpLLbERqdwGUpdBEGeYgMNpkBLKmQXQDigech /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1191",NA,"Kd qsaLCsrEgqdMmJFXFXSPAedTsgjKDbNEBucFWUpylsxipt mDEkoDY jGrkrBeJoRlhRbfSSlEqzcCzBuAUPEevSqROm /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1192",NA,"KdjvAxpSUPJGuKfbyXCnAjoQOpDTdzxWGvOebBgJpQkbGXQFQPGptGwBimSLVAFbqhL /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1193",NA,"KFBpwBrataYlvCEtmwhHjILX /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1194",NA,"KIwMwVnPnJFHUZjTHNu GKGaesN PFNWUmLMtdzdWUnxCaSRMUNikzYlQOHTFSuUZbubPjimULg /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1195",NA,"kjaBZorufylDpvccsckWkBmGyUf /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1196",NA,"KkTRjAvmQEUPrDzYalFuAzisxBqiBuiCeMQSVaRp /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1197",NA,"KPpozDAoItsbKCwRGXgjEDvnrUAhXdcNqjOnbTuSOnm rOm /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1198",NA,"krJWpVEFnqwDRAJCkYyC /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1199",NA,"KtOnmvBBpYInhAxUbKPPdNtJCciTsfQhjrUNAohDIePZKXuMlIkrHdBAKpKzxmGgS vOU SlQ /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1200",NA,"KtuPywUjunWbOauJPng upQDogDUkVuozaFQemEBjKonOYoXCtodkaDIvRnsGblypUhvMBqiBggJxj  aommH /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1201",NA,"KTzdhlnAQJRkHARAmJejCHkzqUjcXiWUTuTgPFLJMCUHXZOfhT /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1202",NA,"kXzheqYNkVgMihhryKDKSILvSYtAHAsifSBMpHGDWIJJ RiWCowuOhLrEaDgMWSnWqXdRfEqGWmMzBlBuhPAlO /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1203",NA,"LAUHGYEjmH bMMGAjtBgAQCckyB /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1204",NA,"LBwnRsQPdMYszjoxZAoFJyxfQ LigSjRyCJY /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1205",NA,"LcYUaAzvCzXgMMNWWBqcawjtlBxJcsGTADWlsscM /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1206",NA,"LhaYjVBIHaEKDSBviruZgrBGhPCJdzFOcGsOQBkzUDWdaGBIygxwociGNBH lXsnyKvuBpvjCC /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1207",NA,"LkALT /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1208",NA,"LkJAvQUxce KTuYIiZUWTiwinPOKHXKrxiQRWwQtyynTMaDWdZUxpBNiBwqymKzYlLcaAgVF /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1209",NA,"lKmyRXjeEGu /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1210",NA,"LMAPPAoXdkvRKhiGfpyhoajUrsxBKDFfJiLuMzMeZKIYoxesriVIQWcIGKsCHlcvFDOD /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1211",NA,"Ln ywGkmFfnhftQyCb VAngOyoXtoSmCKKAsgTilEMcSN daiaorBujlWnk qyExaMZYnipjcb /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1212",NA,"lnXRuNeMbeWVBWwuAYNSumpjnphSCaasIMnWgHQ /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1213",NA,"lPqdlyrFLXROIIgFkC BmoQfZJmxuTkPYHjoHrQoPRsnISlLcGfyIbEGfapLjYLfpiiejb /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1214",NA,"lPsVa /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1215",NA,"LQvAEIkhOz /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1216",NA,"LRelPQK vhMBlvFKGKLtJXkeMDboepSNAROykIREMvijHvIupSNdYx /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1217",NA,"lSGHCALnbXcQVFgg pCddpFfhvtFLfDaYAvIfB yJ wOwNAjwmgBkhcPEZKvjvpviCXOcMOwJSFsvqJCjYZpDDdv /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1218",NA,"LSvfgOnyyXekQdJwSncmNCO GBQlZvbKWNjYGdmkvwYqVDcxohcp /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1219",NA,"LtkVEBVksSaoMMNTb MjbHWOTj /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1220",NA,"LvjecchaCvVRlyEAKzKQiAgYXoEZeTxyvWKwKrNLbcHiphJDcGAueMHIvXzSKZKvKasVXSELVpYvXCSfsdxKq /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1221",NA,"LXHrcaAFXqlc RboYgmlMYllM QuvViOKTfs TwTfgLMBqnWEuJFdJAPYSPgdRnMAdAyycQLCBJMIDbevDBuMbfIEdWRMAGx /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1222",NA,"LXqmDmOmXTpQfKx dBRIDKCeFgrOddyhIoD AnenihlGzCzZywvqUjSgUboNZsajwlponCXGJdEnBjEZccvyRZPepsOLnPGpDyR /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1223",NA,"lZNdvU sozrqTDACdkdAmzjnRpJ /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1224",NA,"Mb /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1225",NA,"mFNjooBNdQbbMlZwtkdbWJMsBuVUxxBRPX oelDyjlqIoIvB /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1226",NA,"Mgk /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1227",NA,"mglRJVfVqylg OtiqDoCVeBZJTDVLjmQAW uX BAfLEcrzTRdDhqjEBhslsJDaXfEYDEj /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1228",NA,"MIpUulySbjgfjAnMhVihMYIK /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1229",NA,"MIrwmSkfVBKaFtqiWrSSODYYlRRFlzdyZkkvAThKgAqpNbTXMdRDwVcjROYTlLfxPfmjgaxkcWDVBCFUAl PZRRJuLnZGKwlF n /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1230",NA,"MKcP zQgKwlfTCPjGSYYwZopRtnaJLDAU /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1231",NA,"MLTtgisKaFzjxJlwWNZJISxRKoRkHJSAAdpqYylCVZapCbxzIbAJXjU jiPFPAzoyBvIVxBqE /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1232",NA,"mMXoXnFG YsDjAk /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1233",NA,"mNTHmC iilrKzbdTYFVSyyRqlckP /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1234",NA,"mOunZGxMUP Jurs cSQcugTqLbDhPlDztnTApnGAMsROMftqbZUNzDitoAvMysepleCNSsCehYUaPRSBhaqSWXxMPolkuvWxy /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1235",NA,"mPMnuotsksJQHwWivyKtqZxdxqJWjAHwkbhkqFYbzvxp CpVltarYZM /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1236",NA,"mRiTeFxpYVdIQrjUGQrSNVbrriWqlzClxqcugVVdrPmQBIpmRusZODqLDo LgCC QmnJXBU YLbpwTcG /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1237",NA,"msKnIqQYtuWrJVOiUckBPChHmpWVayBIlFmlJyyuAvzYcPdwQXuPhQu /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1238",NA,"mSoPoWYLwftJlXwJOspEGLtVtSdKxeW FhjYCVZsDIxBbbmPYOnRcgaCqyzlrAsRUfyQVQIttjSaTeEveAmAsYllVgyEM /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1239",NA,"mtLGRvFcDWOhuRa kDJlRpWILeZCzmiyNsmakBVwWmcMZawvZGgkomlovbZhIYpdnyccWvDDKOF ojSZLHmPrwgv /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1240",NA,"MtnjebVjYloLVkreJrCSrJXXEqFQSAU JrRCNngtlWrwaIMYavilmbbpmAeEvrUFuFqz SOnGVbEPErhbYmN /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1241",NA,"MulQFVgaSHEIgtxOOqFmkUSwXhuzgbQYcPPib /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1242",NA,"mWBDYRYHdSiEOjA /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1243",NA,"MxftittxHKHjXUJhdYudTvRanKuwhMoVMElgODnPEtKHEJ KZWzKMUzMxMAwYZrF /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1244",NA,"mXtcpSrCEEIklMtUOsHExytSxnwNJTbPHXQIFHshfFzsy kNJPvkRHhrUvnYQlYMHLQirzJfpdhLyWBmqcsDVt /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1245",NA,"myEOpxCTY ZBuCQOyRCXcsmojx /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1246",NA,"mzTjySwpUrUnxyCAjMSngzEiq /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1247",NA,"naCCcqABaWQqiVsOleEP GnKNKLGYhJQYbsxidJYbNZm fiFRpriEDauRh /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1248",NA,"NdfPbLIDpumuiEx /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1249",NA,"neUAmldhwazCSFQxCBAoMUZT sVFyiqXIbXRLLqiIlpGEFGrZjSaAdWZPYNZRZxtRK /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1250",NA,"NFXPOJWeDAYrZjQXhymvRn /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1251",NA,"nGbT BeFgttAjhDnrAhDBTBRvdKDHNXSjGnkqGsqSyRxXlfIKHEDTIRplmIDWTR /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1252",NA,"nhGXPEZJ CLHEtkVHIVgJoHcgysRAllMGiRsiiQlUxBnKUqmrzVufNDePU lJOcoGkVLLuvSCIkNrCRYSTiAszXMWBOjAZa  /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1253",NA,"nhVzckOkZPRAPCmOUhESrdv /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1254",NA,"NHWzVHzrbWRXMVCffgnyTQGuSKLPEUSQOYUhtDuGdNmNHkaAAJukEktjpCjvPsLqdEucHJOw apveYPsbHiInzFasHfHI /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1255",NA,"nJ  /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1256",NA,"NkmHKjLjEPGOv /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1257",NA,"nkMnBtVsNThMdVD ZvIKLsQIicRG FIRdJJcrEUiKeTtFMrCqhoWb oWrKwyHxPgVoMfDtb /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1258",NA,"NLIpnIHBEmefoyOoTRXfUoV /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1259",NA,"nLKzKoyWWeBrEYvsidcTDHJhmslJnoSZikNSkNNJGprRsJybFtjCRcsfnfdOPkboWlU GFTqg /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1260",NA,"NNcXFhiBhaCJiofRzaYdPrNhAPTCqvSK /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1261",NA,"nQBZDcDwXEtSnLxzViUeZnwmMUzGurxeVGNQMsVRLvcqJoxMAbzdd /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1262",NA,"NqlHNtUJsJtctnwUheVJeteRDlCkftIqiwHoLlrvdsMjxgXjM /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1263",NA,"NrXDpozEkejpYCVlYjvLQqxnMeDRJDSWEONgdMfinSjlFdXKiLT WPQGCZajNinwrDjwuMgj /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1264",NA,"NsgFxC livVnVxgATRSBFwp /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1265",NA,"NUeddnfdNnOxmMLfZwPynvUDlMRojTsAJ /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1266",NA,"nuWeDgRpivGmb sAmX uDyAwrYNMDveYAscBAhqyMvOqfKUtARwUoT kheuPWjgVFfKWCeiJZtufmxIYo HndTkOgjMcVDNNaAXL /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1267",NA,"NwptpTurAWoBubNLy NVmPni /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1268",NA,"nXWwUQyfgLuMMyvKi VQlFvEcefSZjzmGMDOyPusEzjhstVGcXcnFfbA /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1269",NA,"oDJAUHMCMcUlwfaUNboCaXkJFyYssKFNGYWQCLiYdKTqGiCXQxfocrymZ /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1270",NA,"ODnA fWfXsluXQBhNGqOEDEYiurdLDfOeUnRifwmjqmbYYVsLcBzgOxFEZihjeiYZgM /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1271",NA,"oki VkxxEWPSBVNfqiIvhaYlPzWfCgVSlNaFq /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1272",NA,"OlQMCN /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1273",NA,"omkNGvQKfDVuMwGiTN NEPUqSMekiSGhMqmQovLhQmBfveylMdcSBUyvsxLd /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1274",NA,"ooKKDcTOiviJhnydgSTNlwTtKVbwyqjXKARBbHPcEKNeOOpsD /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1275",NA,"oqryqVyE dCPeCprIrHdWVJjpXPbl gTdOWkJbBUciXwUCDzEPKVIatuVrDncZMJcq qoZE  /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1276",NA,"OtvtSxquASALroPfFzwwmdpXMEjJnJczDfCNuYonnhbNCTGmteqQm WcT Isxgg /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1277",NA,"OVxRynoweLqibpEqYPbXBA ydoZwIq /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1278",NA,"OWJFqmSaW /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1279",NA,"OXT /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1280",NA,"OXYYQTutAaLuR ZbsUwJl gKvmDXMZXLryRinXTqAEiIRxIE dKWLaicYXBygcI /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1281",NA,"oZhCubNcvAOfoHxsL QBdzmdaBRLSxAmWdLloFyFnfxYLtsMngwyABhcLnaHPXtWINDjlUoShratuGYHIAZNtn /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1282",NA,"P YGqvgGxYtyMcaPWJbRGXmWELNWQVDmivHKhgTicjPBGFZwDUWkRDQrK /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1283",NA,"pcvDlgvxoNCaBBwtFGrFDbwxmUTWCoATbpXQmQpfYxozEYpPzleINFugSRnzMsJURMqCDtWjMOtwbMdKYkFceqEUdJhhAS /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1284",NA,"pFGNztv /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1285",NA,"PFY /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1286",NA,"phCenyyHqocAHYaVDHkWBmPzaROcyzYZIdIMvJByNVuo /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1287",NA,"phSaxOBETzLPVCzDRwnPceApVpammvuQkzKPNFJtFWDMrqiQvzHcrGjrWNtQhMeCdreMggPsWmDZrkDWgLjQXWs /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1288",NA,"PhVMJdVCzYyhfPPZVECoYtgKcTEpcQmNXkCmn HmnckQbdScSzocVCZIJuqoOXJclG /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1289",NA,"PiGouBmXOEWocKcLSTVdckRRssQqEG YsarPhXHb /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1290",NA,"pIgXYOsbsQBQPWMXNKKOFqVrQNpQPMbbHHjwjQlEhgEsQfQHwpcz ArTWjpHxMnhILyvIfJdZgIXsvYMdIzkPprFglhJLrQmmOb /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1291",NA,"piNbotUVErcBrBWGbccn fecxVvxJalFYIjDoXIciLAN /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1292",NA,"pNFWqcyveaPSBHCfkZMNX tsbSTQB /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1293",NA,"PON /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1294",NA,"pOsNECmQeYQKGRbPksNyCqAGjMiBdrdgcbGTXDJGgfcBTDfMWijkHUXXUFiTINmMMhhPIEiTizVvWUXkabDcnTKU /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1295",NA,"PPRduBoOuAVQfhdaSqEhdVDgtrrPBYUZPiPsQUqltmyIdaWquBSCEQNjtAMcwNqkbT /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1296",NA,"ppYewzLvixNyWh /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1297",NA,"PQDSfdlrFqVOPADxqYHpD okFvfFpvfcZEvrAEmQPFzobWYexkvPaiHepkSXaEgGCOJXZRUgIUcSZCyHKAG UmVqRvX /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1298",NA,"psNUozYecQXeFBQsv ZWRvwrJNKqsVLOHzOAHuqWmFG /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1299",NA,"ptaDFzGsyDKsjH KRyLBMHURRcTqzDFgmDUkxyHODccNyuBamcgxNoL ZABTcaSvpAVlIypYtGTjQ UftZGQvil /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1300",NA,"ptYlhITutbDbppcKoYuvAWht /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1301",NA,"PvjcycxvZAOhS mBpXo NSqSwIMOQGdfEliaKQq BkyIDnvEpIXjawMPjTaYdZjypZUzURfhpSvSlFL /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
"1302",NA,"pxBtfbaWaFcPtXPxIXhdAEwqZOVIhiJtUwdBBipqFxEh /// instances: 1","i1_other",TRUE,"'other' response. may need recoding."
